Email_Content,Category
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
Stay up to date with our daily newsletter on health tips. Don't miss any updates!,Newsletter Subscription
Stay up to date with our daily newsletter on investment strategies. Don't miss any updates!,Newsletter Subscription
Warning: We detected suspicious activity on your account. Please review your recent activities.,Fraudulent Alert
We have modified our user agreement. Please review the changes.,Account Update
Warning: We detected potentially fraudulent transactions on your account. Please review your recent activities.,Fraudulent Alert
I am experiencing password reset issue. Can you assist me?,Customer Support
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
We have modified our user agreement. Please review the changes.,Account Update
We have updated our account policies. Please review the changes.,Account Update
Stay up to date with our daily newsletter on health tips. Don't miss any updates!,Newsletter Subscription
Warning: We detected potentially fraudulent transactions on your account. Please review your recent activities.,Fraudulent Alert
Warning: We detected irregular account movements on your account. Please review your recent activities.,Fraudulent Alert
Your recent withdrawal of $669 to ODmHz was successful.,Transaction Alert
Your recent deposit of $893 to EoaRe was successful.,Transaction Alert
Stay up to date with our daily newsletter on travel guides. Don't miss any updates!,Newsletter Subscription
We have updated our account policies. Please review the changes.,Account Update
Stay up to date with our monthly newsletter on fashion trends. Don't miss any updates!,Newsletter Subscription
Don't miss out on our limited-time offer! Subscribe today.,Promotional Email
Don't miss out on our limited-time offer! Sign up now.,Promotional Email
We have updated our privacy policy. Please review the changes.,Account Update
Congratulations! You have been selected for unbelievable discounts. This is a once in a lifetime opportunity!,Spam
Your recent withdrawal of $100 to dCHgO was successful.,Transaction Alert
Warning: We detected suspicious activity on your account. Please review your recent activities.,Fraudulent Alert
I am experiencing difficulty updating profile information. Can you assist me?,Customer Support
We have updated our account policies. Please review the changes.,Account Update
Don't miss out on our holiday sale! Take advantage now.,Promotional Email
Your recent payment of $523 to hbQtT was successful.,Transaction Alert
I am experiencing account recovery help needed. Can you assist me?,Customer Support
Don't miss out on our one-time promotion! Subscribe today.,Promotional Email
Congratulations! You have been selected for unbelievable discounts. This is a once in a lifetime opportunity!,Spam
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
Don't miss out on our limited-time offer! Join us.,Promotional Email
Stay up to date with our daily newsletter on travel guides. Don't miss any updates!,Newsletter Subscription
Congratulations! You have been selected for miracle cures. This is a once in a lifetime opportunity!,Spam
Your recent withdrawal of $573 to ceeBc was successful.,Transaction Alert
Your recent withdrawal of $761 to yBNzO was successful.,Transaction Alert
Your recent transfer of $307 to Zxgfc was successful.,Transaction Alert
Stay up to date with our monthly newsletter on technology updates. Don't miss any updates!,Newsletter Subscription
Warning: We detected unusual login attempts on your account. Please review your recent activities.,Fraudulent Alert
Don't miss out on our exclusive deal! Take advantage now.,Promotional Email
Warning: We detected suspicious activity on your account. Please review your recent activities.,Fraudulent Alert
We have modified our user agreement. Please review the changes.,Account Update
We have revised our subscription terms. Please review the changes.,Account Update
We have updated our privacy policy. Please review the changes.,Account Update
I am experiencing problem with account verification. Can you assist me?,Customer Support
Your recent withdrawal of $659 to VCFKv was successful.,Transaction Alert
Don't miss out on our special discount! Get started.,Promotional Email
Don't miss out on our holiday sale! Join us.,Promotional Email
Congratulations! You have been selected for inheritance claims. This is a once in a lifetime opportunity!,Spam
I am experiencing account recovery help needed. Can you assist me?,Customer Support
I am experiencing account recovery help needed. Can you assist me?,Customer Support
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
I am experiencing problem with account verification. Can you assist me?,Customer Support
I am experiencing trouble logging in. Can you assist me?,Customer Support
Your recent payment of $272 to scPti was successful.,Transaction Alert
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
Congratulations! You have been selected for winning a lottery. This is a once in a lifetime opportunity!,Spam
Don't miss out on our one-time promotion! Take advantage now.,Promotional Email
Your recent transfer of $25 to ehcYh was successful.,Transaction Alert
We have revised our subscription terms. Please review the changes.,Account Update
We have revised our subscription terms. Please review the changes.,Account Update
Congratulations! You have been selected for inheritance claims. This is a once in a lifetime opportunity!,Spam
Warning: We detected suspicious activity on your account. Please review your recent activities.,Fraudulent Alert
Warning: We detected unexpected changes to your account on your account. Please review your recent activities.,Fraudulent Alert
I am experiencing difficulty updating profile information. Can you assist me?,Customer Support
Stay up to date with our weekly newsletter on technology updates. Don't miss any updates!,Newsletter Subscription
I am experiencing trouble logging in. Can you assist me?,Customer Support
Your recent transfer of $280 to oAvhw was successful.,Transaction Alert
We have revised our subscription terms. Please review the changes.,Account Update
